Country_or_Region,Year,Indicator,Value,Unit,Urbanization,Income_Quintile
Albania,2021,UHC Service Coverage Index,99,0-100 scale,Total,All
Albania,2021,UHC Service Coverage Index,56,0-100 scale,Total,All
Albania,2022,UHC Service Coverage Index,70,0-100 scale,Total,All
Albania,2022,UHC Service Coverage Index,45,0-100 scale,Total,All
Albania,2022,UHC Service Coverage Index,97,0-100 scale,Total,All
Albania,2022,UHC Service Coverage Index,99,0-100 scale,Total,All
Albania,2022,UHC Service Coverage Index,57,0-100 scale,Total,All
Albania,2023,UHC Service Coverage Index,71,0-100 scale,Total,All
Albania,2023,UHC Service Coverage Index,46,0-100 scale,Total,All
Albania,2023,UHC Service Coverage Index,98,0-100 scale,Total,All
Albania,2023,UHC Service Coverage Index,99,0-100 scale,Total,All
Albania,2023,UHC Service Coverage Index,57,0-100 scale,Total,All
Algeria,2000,UHC Service Coverage Index,68,0-100 scale,Total,All
Algeria,2000,UHC Service Coverage Index,65,0-100 scale,Total,All
Algeria,2000,UHC Service Coverage Index,63,0-100 scale,Total,All
Algeria,2000,UHC Service Coverage Index,84,0-100 scale,Total,All
Algeria,2000,UHC Service Coverage Index,60,0-100 scale,Total,All
Algeria,2001,UHC Service Coverage Index,68,0-100 scale,Total,All
Algeria,2001,UHC Service Coverage Index,65,0-100 scale,Total,All
Algeria,2001,UHC Service Coverage Index,64,0-100 scale,Total,All
Algeria,2001,UHC Service Coverage Index,85,0-100 scale,Total,All
Algeria,2001,UHC Service Coverage Index,60,0-100 scale,Total,All
Algeria,2002,UHC Service Coverage Index,68,0-100 scale,Total,All
Algeria,2002,UHC Service Coverage Index,65,0-100 scale,Total,All
Algeria,2002,UHC Service Coverage Index,64,0-100 scale,Total,All
Algeria,2002,UHC Service Coverage Index,85,0-100 scale,Total,All
Algeria,2002,UHC Service Coverage Index,60,0-100 scale,Total,All
Algeria,2003,UHC Service Coverage Index,68,0-100 scale,Total,All
Algeria,2003,UHC Service Coverage Index,65,0-100 scale,Total,All
Algeria,2003,UHC Service Coverage Index,65,0-100 scale,Total,All
Algeria,2003,UHC Service Coverage Index,85,0-100 scale,Total,All
Algeria,2003,UHC Service Coverage Index,60,0-100 scale,Total,All
Algeria,2004,UHC Service Coverage Index,68,0-100 scale,Total,All
Algeria,2004,UHC Service Coverage Index,64,0-100 scale,Total,All
Algeria,2004,UHC Service Coverage Index,65,0-100 scale,Total,All
Algeria,2004,UHC Service Coverage Index,86,0-100 scale,Total,All
Algeria,2004,UHC Service Coverage Index,61,0-100 scale,Total,All
Algeria,2005,UHC Service Coverage Index,68,0-100 scale,Total,All
Algeria,2005,UHC Service Coverage Index,63,0-100 scale,Total,All
Algeria,2005,UHC Service Coverage Index,65,0-100 scale,Total,All
Algeria,2005,UHC Service Coverage Index,86,0-100 scale,Total,All
Algeria,2005,UHC Service Coverage Index,61,0-100 scale,Total,All
Algeria,2006,UHC Service Coverage Index,68,0-100 scale,Total,All
Algeria,2006,UHC Service Coverage Index,63,0-100 scale,Total,All
Algeria,2006,UHC Service Coverage Index,66,0-100 scale,Total,All
Algeria,2006,UHC Service Coverage Index,86,0-100 scale,Total,All
Algeria,2006,UHC Service Coverage Index,61,0-100 scale,Total,All
Algeria,2007,UHC Service Coverage Index,69,0-100 scale,Total,All
Algeria,2007,UHC Service Coverage Index,63,0-100 scale,Total,All
Algeria,2007,UHC Service Coverage Index,66,0-100 scale,Total,All
Algeria,2007,UHC Service Coverage Index,86,0-100 scale,Total,All
Algeria,2007,UHC Service Coverage Index,61,0-100 scale,Total,All
Algeria,2008,UHC Service Coverage Index,69,0-100 scale,Total,All
Algeria,2008,UHC Service Coverage Index,64,0-100 scale,Total,All
Algeria,2008,UHC Service Coverage Index,67,0-100 scale,Total,All
Algeria,2008,UHC Service Coverage Index,86,0-100 scale,Total,All
Algeria,2008,UHC Service Coverage Index,62,0-100 scale,Total,All
Algeria,2009,UHC Service Coverage Index,70,0-100 scale,Total,All
Algeria,2009,UHC Service Coverage Index,65,0-100 scale,Total,All
Algeria,2009,UHC Service Coverage Index,68,0-100 scale,Total,All
Algeria,2009,UHC Service Coverage Index,87,0-100 scale,Total,All
Algeria,2009,UHC Service Coverage Index,62,0-100 scale,Total,All
Algeria,2010,UHC Service Coverage Index,70,0-100 scale,Total,All
Algeria,2010,UHC Service Coverage Index,65,0-100 scale,Total,All
Algeria,2010,UHC Service Coverage Index,68,0-100 scale,Total,All
Algeria,2010,UHC Service Coverage Index,87,0-100 scale,Total,All
Algeria,2010,UHC Service Coverage Index,62,0-100 scale,Total,All
Algeria,2011,UHC Service Coverage Index,62,0-100 scale,Total,All
Algeria,2011,UHC Service Coverage Index,39,0-100 scale,Total,All
Algeria,2011,UHC Service Coverage Index,69,0-100 scale,Total,All
Algeria,2011,UHC Service Coverage Index,87,0-100 scale,Total,All
Algeria,2011,UHC Service Coverage Index,62,0-100 scale,Total,All
Algeria,2012,UHC Service Coverage Index,65,0-100 scale,Total,All
Algeria,2012,UHC Service Coverage Index,47,0-100 scale,Total,All
Algeria,2012,UHC Service Coverage Index,70,0-100 scale,Total,All
Algeria,2012,UHC Service Coverage Index,87,0-100 scale,Total,All
Algeria,2012,UHC Service Coverage Index,62,0-100 scale,Total,All
Algeria,2013,UHC Service Coverage Index,69,0-100 scale,Total,All
Algeria,2013,UHC Service Coverage Index,61,0-100 scale,Total,All
Algeria,2013,UHC Service Coverage Index,71,0-100 scale,Total,All
Algeria,2013,UHC Service Coverage Index,87,0-100 scale,Total,All
Algeria,2013,UHC Service Coverage Index,62,0-100 scale,Total,All
Algeria,2014,UHC Service Coverage Index,72,0-100 scale,Total,All
Algeria,2014,UHC Service Coverage Index,74,0-100 scale,Total,All
Algeria,2014,UHC Service Coverage Index,69,0-100 scale,Total,All
Algeria,2014,UHC Service Coverage Index,87,0-100 scale,Total,All
Algeria,2014,UHC Service Coverage Index,62,0-100 scale,Total,All
Algeria,2015,UHC Service Coverage Index,72,0-100 scale,Total,All
Algeria,2015,UHC Service Coverage Index,75,0-100 scale,Total,All
Algeria,2015,UHC Service Coverage Index,68,0-100 scale,Total,All
Algeria,2015,UHC Service Coverage Index,87,0-100 scale,Total,All
Algeria,2015,UHC Service Coverage Index,61,0-100 scale,Total,All
Algeria,2016,UHC Service Coverage Index,72,0-100 scale,Total,All
Algeria,2016,UHC Service Coverage Index,76,0-100 scale,Total,All
Algeria,2016,UHC Service Coverage Index,66,0-100 scale,Total,All
Algeria,2016,UHC Service Coverage Index,87,0-100 scale,Total,All
Algeria,2016,UHC Service Coverage Index,61,0-100 scale,Total,All
Algeria,2017,UHC Service Coverage Index,71,0-100 scale,Total,All
Algeria,2017,UHC Service Coverage Index,76,0-100 scale,Total,All
Algeria,2017,UHC Service Coverage Index,64,0-100 scale,Total,All
Algeria,2017,UHC Service Coverage Index,86,0-100 scale,Total,All
Algeria,2017,UHC Service Coverage Index,61,0-100 scale,Total,All
Algeria,2018,UHC Service Coverage Index,70,0-100 scale,Total,All
Algeria,2018,UHC Service Coverage Index,73,0-100 scale,Total,All
Algeria,2018,UHC Service Coverage Index,62,0-100 scale,Total,All
Algeria,2018,UHC Service Coverage Index,86,0-100 scale,Total,All
Algeria,2018,UHC Service Coverage Index,61,0-100 scale,Total,All
Algeria,2019,UHC Service Coverage Index,64,0-100 scale,Total,All
Algeria,2019,UHC Service Coverage Index,54,0-100 scale,Total,All
Algeria,2019,UHC Service Coverage Index,60,0-100 scale,Total,All
Algeria,2019,UHC Service Coverage Index,86,0-100 scale,Total,All
Algeria,2019,UHC Service Coverage Index,61,0-100 scale,Total,All
Algeria,2020,UHC Service Coverage Index,66,0-100 scale,Total,All
Algeria,2020,UHC Service Coverage Index,61,0-100 scale,Total,All
Algeria,2020,UHC Service Coverage Index,60,0-100 scale,Total,All
Algeria,2020,UHC Service Coverage Index,86,0-100 scale,Total,All
Algeria,2020,UHC Service Coverage Index,61,0-100 scale,Total,All
Algeria,2021,UHC Service Coverage Index,69,0-100 scale,Total,All
Algeria,2021,UHC Service Coverage Index,72,0-100 scale,Total,All
Algeria,2021,UHC Service Coverage Index,60,0-100 scale,Total,All
Algeria,2021,UHC Service Coverage Index,86,0-100 scale,Total,All
Algeria,2021,UHC Service Coverage Index,60,0-100 scale,Total,All
Algeria,2022,UHC Service Coverage Index,70,0-100 scale,Total,All
Algeria,2022,UHC Service Coverage Index,77,0-100 scale,Total,All
Algeria,2022,UHC Service Coverage Index,60,0-100 scale,Total,All
Algeria,2022,UHC Service Coverage Index,86,0-100 scale,Total,All
Algeria,2022,UHC Service Coverage Index,60,0-100 scale,Total,All
Algeria,2023,UHC Service Coverage Index,70,0-100 scale,Total,All
Algeria,2023,UHC Service Coverage Index,77,0-100 scale,Total,All
Algeria,2023,UHC Service Coverage Index,61,0-100 scale,Total,All
Algeria,2023,UHC Service Coverage Index,86,0-100 scale,Total,All
Algeria,2023,UHC Service Coverage Index,60,0-100 scale,Total,All
Andorra,2000,UHC Service Coverage Index,69,0-100 scale,Total,All
Andorra,2000,UHC Service Coverage Index,69,0-100 scale,Total,All
Andorra,2000,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2000,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2000,UHC Service Coverage Index,47,0-100 scale,Total,All
Andorra,2001,UHC Service Coverage Index,69,0-100 scale,Total,All
Andorra,2001,UHC Service Coverage Index,70,0-100 scale,Total,All
Andorra,2001,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2001,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2001,UHC Service Coverage Index,47,0-100 scale,Total,All
Andorra,2002,UHC Service Coverage Index,70,0-100 scale,Total,All
Andorra,2002,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2002,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2002,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2002,UHC Service Coverage Index,47,0-100 scale,Total,All
Andorra,2003,UHC Service Coverage Index,70,0-100 scale,Total,All
Andorra,2003,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2003,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2003,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2003,UHC Service Coverage Index,48,0-100 scale,Total,All
Andorra,2004,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2004,UHC Service Coverage Index,72,0-100 scale,Total,All
Andorra,2004,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2004,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2004,UHC Service Coverage Index,48,0-100 scale,Total,All
Andorra,2005,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2005,UHC Service Coverage Index,73,0-100 scale,Total,All
Andorra,2005,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2005,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2005,UHC Service Coverage Index,49,0-100 scale,Total,All
Andorra,2006,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2006,UHC Service Coverage Index,74,0-100 scale,Total,All
Andorra,2006,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2006,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2006,UHC Service Coverage Index,49,0-100 scale,Total,All
Andorra,2007,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2007,UHC Service Coverage Index,74,0-100 scale,Total,All
Andorra,2007,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2007,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2007,UHC Service Coverage Index,49,0-100 scale,Total,All
Andorra,2008,UHC Service Coverage Index,72,0-100 scale,Total,All
Andorra,2008,UHC Service Coverage Index,75,0-100 scale,Total,All
Andorra,2008,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2008,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2008,UHC Service Coverage Index,49,0-100 scale,Total,All
Andorra,2009,UHC Service Coverage Index,72,0-100 scale,Total,All
Andorra,2009,UHC Service Coverage Index,76,0-100 scale,Total,All
Andorra,2009,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2009,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2009,UHC Service Coverage Index,50,0-100 scale,Total,All
Andorra,2010,UHC Service Coverage Index,72,0-100 scale,Total,All
Andorra,2010,UHC Service Coverage Index,77,0-100 scale,Total,All
Andorra,2010,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2010,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2010,UHC Service Coverage Index,50,0-100 scale,Total,All
Andorra,2011,UHC Service Coverage Index,71,0-100 scale,Total,All
Andorra,2011,UHC Service Coverage Index,77,0-100 scale,Total,All
Andorra,2011,UHC Service Coverage Index,66,0-100 scale,Total,All
Andorra,2011,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2011,UHC Service Coverage Index,50,0-100 scale,Total,All
Andorra,2012,UHC Service Coverage Index,72,0-100 scale,Total,All
Andorra,2012,UHC Service Coverage Index,78,0-100 scale,Total,All
Andorra,2012,UHC Service Coverage Index,68,0-100 scale,Total,All
Andorra,2012,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2012,UHC Service Coverage Index,50,0-100 scale,Total,All
Andorra,2013,UHC Service Coverage Index,69,0-100 scale,Total,All
Andorra,2013,UHC Service Coverage Index,78,0-100 scale,Total,All
Andorra,2013,UHC Service Coverage Index,58,0-100 scale,Total,All
Andorra,2013,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2013,UHC Service Coverage Index,51,0-100 scale,Total,All
Andorra,2014,UHC Service Coverage Index,72,0-100 scale,Total,All
Andorra,2014,UHC Service Coverage Index,79,0-100 scale,Total,All
Andorra,2014,UHC Service Coverage Index,66,0-100 scale,Total,All
Andorra,2014,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2014,UHC Service Coverage Index,51,0-100 scale,Total,All
Andorra,2015,UHC Service Coverage Index,72,0-100 scale,Total,All
Andorra,2015,UHC Service Coverage Index,79,0-100 scale,Total,All
Andorra,2015,UHC Service Coverage Index,65,0-100 scale,Total,All
Andorra,2015,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2015,UHC Service Coverage Index,51,0-100 scale,Total,All
Andorra,2016,UHC Service Coverage Index,72,0-100 scale,Total,All
Andorra,2016,UHC Service Coverage Index,79,0-100 scale,Total,All
Andorra,2016,UHC Service Coverage Index,66,0-100 scale,Total,All
Andorra,2016,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2016,UHC Service Coverage Index,51,0-100 scale,Total,All
Andorra,2017,UHC Service Coverage Index,72,0-100 scale,Total,All
Andorra,2017,UHC Service Coverage Index,79,0-100 scale,Total,All
Andorra,2017,UHC Service Coverage Index,66,0-100 scale,Total,All
Andorra,2017,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2017,UHC Service Coverage Index,51,0-100 scale,Total,All
Andorra,2018,UHC Service Coverage Index,73,0-100 scale,Total,All
Andorra,2018,UHC Service Coverage Index,79,0-100 scale,Total,All
Andorra,2018,UHC Service Coverage Index,72,0-100 scale,Total,All
Andorra,2018,UHC Service Coverage Index,100,0-100 scale,Total,All
Andorra,2018,UHC Service Coverage Index,51,0-100 scale,Total,All
Andorra,2019,Financial Hardship,25.38,Percentage of population,Total,Q1 (Poorest)
Andorra,2019,Financial Hardship,2.5,Percentage of population,Total,Q2
Andorra,2019,Financial Hardship,0.18,Percentage of population,Total,Q3
Andorra,2019,Financial Hardship,0.27,Percentage of population,Total,Q4
Andorra,2019,Financial Hardship,3.36,Percentage of population,Total,Q5 (Richest)
